capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,8,8,0.2541223240442517,0.2541223240442517,604077,P1_global.ply,
P2,success,8,8,0.2188206068596667,0.2188206068596667,519588,P2_global.ply,
P3,success,8,8,0.3547607069566246,0.3547607069566246,613047,P3_global.ply,
P4,success,7,7,0.2687543932156286,0.2687543932156286,533911,P4_global.ply,
P5,success,8,8,0.31550803270839317,0.31550803270839317,664452,P5_global.ply,
