capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,12,12,0.4721785904993747,0.4721785904993747,604077,P1_global.ply,
P2,success,12,12,0.3704175525652896,0.3704175525652896,519588,P2_global.ply,
P3,success,13,13,0.6326013897059525,0.6326013897059525,613047,P3_global.ply,
P4,success,12,11,1.1247141784375996,0.5279167922327691,533911,P4_global.ply,
P5,success,12,12,0.5211354468354853,0.5211354468354853,664452,P5_global.ply,
