capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,14,12,1.948653317264579,0.6770056641188239,819388,P1_global.ply,
P2,success,14,12,1.3017137664996528,0.8559329679564937,578530,P2_global.ply,
P3,success,16,14,1.9713102338094133,0.7067554642735197,834194,P3_global.ply,
P4,success,21,16,2.0537528597489962,0.9962712620150131,604112,P4_global.ply,
P5,success,19,16,2.240560371973164,0.7531318532084126,625872,P5_global.ply,
