camera,r00,r01,r02,r10,r11,r12,r20,r21,r22,t0,t1,t2
DSC05246,-0.026238125033500648,0.9214140331638516,-0.3876954220563498,0.9642073126181436,0.1256900761658335,0.23346576418636794,0.2638480985120495,-0.3676930571035463,-0.8917320206594717,1.024259799429804,-1.1626546719252338,-0.11807977702580383
DSC05247,-0.051992034240969,0.9205787131566947,-0.3870809492318763,0.9985020365935348,0.0413051588641549,-0.03588268063802689,-0.017044391865057,-0.38836672969497704,-0.9213472591656086,1.0289357640916834,-0.2758570687777392,0.10719134143951668
DSC05248,-0.08248949942100768,0.9250684035964586,-0.3707343134277856,0.9299330679312068,-0.06231766612603383,-0.3624099855918125,-0.3583573239844906,-0.3746531157699135,-0.8551111455188565,0.981785277542158,0.8790854096517051,-0.19196216131188415
DSC05249,-0.0980690844657168,0.9283323892748152,-0.3585825284301637,0.8271767833542083,-0.12429892800505324,-0.5480222126671325,-0.5533181939461609,-0.3503551790970238,-0.7557051175743428,0.9471174996331766,1.4485512799921747,-0.4619896039729545
DSC05250,-0.10686217069003105,0.9321772307492926,-0.3458700434382764,0.6849093864674362,-0.18315019899991283,-0.7052341008027705,-0.7207493384001229,-0.3122524861051916,-0.6188851073639698,0.893225186805574,2.2419625504544336,-0.919351475326399
DSC05251,-0.11259100396359167,0.9366221827779915,-0.3317561643054458,0.5184121825562448,-0.22946474432958452,-0.8237686204797006,-0.8476863068398246,-0.2647353732275862,-0.45972068406621547,0.8074810149569375,2.96609165247798,-1.8048822237768016
DSC05252,-0.11604839523792655,0.9428218844353856,-0.3124414572242465,0.2624450389805501,-0.2742801044357432,-0.9251448674803399,-0.9579433028510611,-0.18936028765405497,-0.21560916024690158,0.7412773686379547,3.1656495268038682,-2.559056105309838
DSC05253,-0.11691379591040665,0.9460899288621402,-0.30206789109643944,0.1334508090995099,-0.2864296747590192,-0.9487617840997438,-0.9841351766279397,-0.15123454606363346,-0.09276888595009017,0.7191237291177872,3.144776689766596,-2.828247659199691
DSC05254,-0.11699105620678721,0.9484613123626154,-0.2945067600565488,0.028394183985140514,-0.2932275243713232,-0.9556209443429353,-0.9927269831547032,-0.12016138274192112,0.00737421277909075,0.6874760852313789,3.2794198166909285,-3.1892376442235744
DSC05255,0.9920705428326244,0.0675858204251504,0.10596317719491713,0.11043285822334553,-0.06623005942256315,-0.9916744239182063,-0.060005182012927406,0.9955128005738265,-0.07316858632809797,-0.32901883792320613,3.7616716150186913,-3.2772318562520097
DSC05256,0.9912992497683666,0.06572579320182466,0.11404348958473967,0.11325861718882814,0.015558665633986335,-0.9934437143372363,-0.06706924064836373,0.9977164166393581,0.007979281118690172,-0.3158731812497019,3.6600341146117428,-3.1427240567410557
DSC05257,0.9920759792533236,0.06509535575152373,0.10746090474280384,0.11140010862065557,-0.06024649759707197,-0.9919477684468031,-0.05809704973460821,0.9960587102108334,-0.06702073280161798,-0.2778754941109383,3.383109324812153,-2.754879946420696
DSC05258,0.9929624446975684,0.0653037016204193,0.09879782373564677,0.10913789196898094,-0.18065971409676246,-0.977471732705884,-0.04598373578555504,0.981375307544034,-0.18651541970050878,-0.2456638398879429,3.276635005054749,-2.3976268954984326
DSC05260,0.993857383156961,0.06484054596334386,0.0896839202063179,0.10494297503398613,-0.29489361867416425,-0.9497498226671448,-0.035135081263800605,0.9533275708089178,-0.299886759961413,-0.20555810152235704,3.017779448273094,-1.962535947381994
DSC05261,0.9950091393360028,0.06149760624185028,0.0785802587444812,0.09723732620555393,-0.420807277723228,-0.9019235762566365,-0.02239899618782003,0.9050631356108194,-0.4246869500327151,-0.19046182225923847,2.959146092874162,-1.809543399012748
DSC05262,0.9952065455422681,0.061468215688137914,0.076063067055846,0.09561645511225773,-0.44832276904709667,-0.8887430383781968,-0.02052864392967015,0.8917557699359508,-0.45205112715748075,-0.16946086713898356,2.897658870051617,-1.5653007298362036
DSC05263,0.9958875091350465,0.06133209130500597,0.0666816595845309,0.08918620726554753,-0.5342281526448034,-0.8406224487576497,-0.015933912965108273,0.8431124809287756,-0.5375011208544083,-0.12693579999571566,2.615193607108316,-1.117984383414046
DSC05264,0.996628541503866,0.05519795422247894,0.06070202722751645,0.08130867581325904,-0.5655071176315674,-0.8207256540071908,-0.010974948627277244,0.8228942129810429,-0.5680886064206347,-0.11194987828087147,2.444388472407569,-0.9496004140747708
DSC05265,0.9973509630254012,0.05219841991772059,0.05065946614798052,0.0727256775069093,-0.7292173542638978,-0.6804065153064909,0.001425616872130645,0.6822883372874362,-0.7310817959832399,-0.08270629930528313,2.34308748750139,-0.6418010290512588
DSC05266,0.9980031570323951,0.04157798599045246,0.04754965440831685,0.0602123247646921,-0.8536773020185476,-0.5173099070815916,0.019083356617845576,0.5191399956652457,-0.8544761496969269,-0.06651559769007216,2.155990560305904,-0.4316996904164088
DSC05267,0.9985544228839902,0.03940034630764872,0.03656059695435498,0.05232490462869929,-0.8681545249062125,-0.4935279376493965,0.012295076023309667,0.4947275347054236,-0.8689611599547328,-0.0614756969796828,1.807629605043587,-0.5068979510205425
DSC05268,0.9949806034265387,0.03140389078266089,0.09501260152564972,0.07197482913159435,-0.8842327391014903,-0.46146731961489296,0.06952138359123032,0.46598954789221053,-0.882054713993851,-0.09838002607322488,1.072694379158162,-0.8447428517778719
DSC05269,0.9998037850020698,0.013250117921332747,0.014725008339759621,0.0151347657786488,-0.9905536261209794,-0.13628812363300166,0.012780076696196106,0.13648424141141596,-0.9905598020745592,0.024349070830489646,0.7031404829682213,0.26028099440392244
DSC05270,0.9998236357136021,0.011541971266475609,0.01481486981779304,0.013383078279203873,-0.9913068824227405,-0.13088757800906758,0.013175381748055926,0.1310627626772415,-0.9912865183967763,0.022386683232992217,0.458053304942029,0.18686493629393228
DSC05271,0.9998854822580161,0.0091239105558387,0.012073799146251335,0.010220982129246707,-0.9955042061514223,-0.09416425574038204,0.011160371587388291,0.09427687834774508,-0.9954834585843383,0.014182653600527048,0.2378601772532721,0.043711124148329436
DSC05272,0.9999572360515101,0.0007872002416682037,0.009214466018402366,0.0007614924591813938,-0.9999958093147575,0.002793113344959797,0.009216626142975762,-0.0027859771540157396,-0.9999536449925257,0.015477170336638353,0.02131203166316045,0.0032777573302666635
DSC05273,0.9999597038490187,0.002491106308038571,0.008624677822677085,0.002671538395964547,-0.9997764831362278,-0.02097252131611499,0.008570505281593067,0.020994717362185274,-0.9997428510782662,0.014261679734129501,-0.1830897483322442,-0.051108507412183576
DSC05274,0.9999612763601862,-0.0044606715670022536,0.007586052285541322,-0.004886273789171766,-0.9983597777056157,0.05704277857933492,0.007319160372944567,-0.057077637203769446,-0.998342913643739,0.025465900577805532,-0.36462472412861724,0.040693078398706437
DSC05275,0.9998246163367381,-0.01665352741319448,0.0085671810878682,-0.018037229345030173,-0.9793781488139747,0.20122897401534126,0.005039337719296965,-0.20134820995084626,-0.9795067653798727,0.029624166074143775,-0.5651031578563838,0.05941696834746303
DSC05276,0.9996839552974814,-0.023266228964347026,0.009522190428776348,-0.0250264895381178,-0.9568999001486012,0.2893376158002893,0.0023799878532842498,-0.28948447917872183,-0.9571797490400863,0.024493436480567038,-0.7829602566185893,-0.03621268951335351
DSC05277,0.9994246570408329,-0.032096721179548454,0.010961541330310045,-0.03386196621360962,-0.9258749879321762,0.37630954540875144,-0.001929285609268458,-0.37646421770350924,-0.92642915036495,0.018891637500847148,-1.055161293958959,-0.14254337007973278
DSC05278,0.9992148486902701,-0.03726561293257811,0.013452146655463118,-0.03939996409420205,-0.8989773317357691,0.43621944002372565,-0.004162809899143644,-0.4364069558542766,-0.8997397623178311,0.008369979269209056,-1.2851254633730613,-0.307267777146479
DSC05279,0.9988023784224151,-0.04656675484090574,0.015011535608110547,-0.047174549115977196,-0.8352164097756765,0.5478942514364736,-0.012975776409558009,-0.5479462438825694,-0.8364129022447903,0.007018912639146277,-1.6670650963549882,-0.38391727895824207
DSC05280,0.9986932275656386,-0.04860108056205934,0.01580418244415426,-0.04890249788950644,-0.818960149079974,0.571762905336708,-0.014845299414114768,-0.5717886053316446,-0.8202666687719298,-0.00296132949734277,-1.9030850107626889,-0.5492733275063774
DSC05281,0.9979602753373635,-0.06008301220305306,0.021571288630526,-0.058408803633365064,-0.7230139886934974,0.6883597778862726,-0.025762385500816515,-0.6882156666322898,-0.725048616090797,-0.010007209035658987,-2.1155664968717374,-0.6764846368182403
DSC05282,0.9973757878566787,-0.06685234218777088,0.027790324598299495,-0.06425640493616253,-0.6405433186296586,0.7652289666391254,-0.033356441985762916,-0.7650065498431454,-0.6431580882451354,-0.0283253495932292,-2.294151756606686,-0.9210386221712323
DSC05283,0.9968453164187159,-0.07219068271903972,0.032983639317532294,-0.06875600902969799,-0.5778510287442716,0.813240923589987,-0.03964878757765751,-0.8129432292034579,-0.5809916348243546,-0.04245042533446225,-2.4981948825546807,-1.1395704102068966
DSC05284,0.9965780817046554,-0.07473792170808606,0.03530396754792939,-0.06996174575589478,-0.5352556010137932,0.841787856715782,-0.04401682856200327,-0.8413772546498504,-0.5386527955568641,-0.06208084933834751,-2.6474711497626395,-1.3870375047745356
DSC05285,0.9961428551796532,-0.07824583299545008,0.03971148062433135,-0.07213955814406592,-0.47265199659475654,0.8782915087064029,-0.04995294010673891,-0.8777685798283273,-0.47647352921317043,-0.0870485313009299,-2.8063860953034063,-1.7085508223872221
DSC05286,0.9951314073022421,-0.0861553578637505,0.04786163925345839,-0.07538766770694175,-0.3526021987323521,0.9327316811424489,-0.06348371254398126,-0.9317987678466205,-0.3573805737321954,-0.1070191376358713,-2.955190613108658,-1.9950957708675015
DSC05287,0.9949489468538621,-0.08718948741912595,0.04974521522700061,-0.07518272037979888,-0.3188840123458593,0.9448071471080747,-0.06651429703968548,-0.9437748566018255,-0.3238284551047367,-0.11701686857111503,-2.999001615152456,-2.1276820158753935
DSC05288,0.9944272379721233,-0.08992444534417099,0.05502783394498842,-0.07508071566070738,-0.2376544972927309,0.9684437134146803,-0.07400915156256027,-0.9671783362162755,-0.24308169704629662,-0.14341704973019986,-2.8997809446287977,-2.406005435005545
DSC05289,0.9939931553554637,-0.0916459073622253,0.05982169146926236,-0.0751657650483665,-0.17437736594907954,0.981805806669198,-0.07954693502067173,-0.9804047949232069,-0.18021854294273332,-0.16130755226567897,-2.9348511639327053,-2.643292212699377
DSC05290,0.9928077315964432,-0.09581175250960497,0.07178381546952786,-0.07532271826579019,-0.03384048331214179,0.9965848231847869,-0.09305533942433081,-0.9948240697581854,-0.040813895114087284,-0.18477799057316974,-2.973086921408014,-2.9276768301686458
DSC05291,0.9922583005989747,-0.09773556941073971,0.07662390856901789,-0.07429540750038637,0.02725079208985725,0.9968638757397256,-0.09951712072194556,-0.9948392597814151,0.01977852069240449,-0.19531391573243848,-3.005696864013678,-3.060905404614579
DSC05292,0.9918562889060771,-0.09800053212154144,0.08134493138087362,-0.07458754122882484,0.07075258522533759,0.994701347328619,-0.10323662553039334,-0.9926681053543658,0.06286677788205167,-0.21623199644030208,-3.00264600663752,-3.32053342141623
DSC05293,0.9917428548623097,-0.09838238135165056,0.08226187980549773,-0.0738418164824437,0.0863669230218338,0.9935230952254275,-0.10484987347693298,-0.9913937974626021,0.0783890450544723,-0.2297130095287311,-2.9837239278401717,-3.469391142534801
DSC05294,0.991647985730113,-0.09786516816427367,0.08400405500681747,-0.07302107539577811,0.1108606512712263,0.9911497558632418,-0.10631178178101466,-0.9890057253928808,0.1027885217066958,-0.24781765622124627,-2.9510012936046226,-3.6719771240876335
DSC05295,0.9915973511954619,-0.0959977886686041,0.08671284606609315,-0.07364673980964238,0.13215709851098667,0.9884890788615565,-0.10635248383349949,-0.9865692706971445,0.12397670466079427,-0.26484347543409736,-2.899213451068983,-3.867974868318777
DSC05296,0.9910723825929943,-0.09846103026703738,0.08989414875396089,-0.07072578391341913,0.183298205285587,0.9805098833917562,-0.11301944943804162,-0.9781141004289001,0.17469805548684733,-0.275285110999468,-2.9131410193043163,-4.004930903588723
DSC05297,0.9901388300931424,-0.09739330518175553,0.1006957856494338,-0.06932089664044747,0.2839991547661946,0.9563153733894754,-0.12173623302348284,-0.9538653071570748,0.27444719960566477,-0.2949132860007942,-2.6293385478835796,-4.181881179565996
DSC05298,0.989685036273356,-0.09672080561490626,0.10568166699011496,-0.06548512244777314,0.35068316696235274,0.9342018064354485,-0.1274175329952916,-0.9314861255920338,0.3407321090166515,-0.30964239334306937,-2.5339782647256848,-4.335588321099706
DSC05299,0.9886595691326507,-0.09499355374795848,0.11631199898882064,-0.058241710576352246,0.4713536464858527,0.8800191151865001,-0.13842022797113906,-0.8768135290304453,0.46047570597979903,-0.3378684742548273,-2.402808845936613,-4.6333948140991845
DSC05300,0.9874622511159619,-0.09169701496458815,0.12849108944818374,-0.05393127598877968,0.5690269028180138,0.8205484759230018,-0.14835673254429388,-0.8171903335918278,0.556947249380817,-0.3573324115483011,-2.262647557183641,-4.853773720410579
DSC05301,0.9875601751993761,-0.08918669689287563,0.12950148052248794,-0.0499365764275425,0.6030593196479906,0.7961317700735216,-0.14910143760163483,-0.7926948909151876,0.5911036890614751,-0.37689518621660856,-2.1228321434939756,-5.052991439599415
DSC05302,0.986821578751514,-0.08634486247297747,0.13684932018425308,-0.0432033958025925,0.6744320142772153,0.7370718585790007,-0.15593793092603916,-0.7332707704814783,0.661813673820665,-0.39317840173274604,-1.9838316678968098,-5.2467279383964005
DSC05303,0.9863206344954287,-0.08230713181437742,0.14281856329282122,-0.036243578062969274,0.7369286520045284,0.6749981962227618,-0.16080425683957603,-0.6709409049292487,0.723864830665914,-0.41436458532454445,-1.8048385407605005,-5.4624138407918466
DSC05304,0.9855938991386859,-0.07918295617534284,0.14944806934830412,-0.03294348577901553,0.7768282315077157,0.628850240897881,-0.16588970047995616,-0.6247143012481217,0.7630286030619964,-0.43840816260995225,-1.7288190248596997,-5.7451747023172866
DSC05305,0.07537770474598722,0.9893137148167896,0.12480615090062885,-0.8216895815721659,-0.009284129379636186,0.569859663844899,0.56492869741498,-0.14550662739911896,0.8122089560082111,-0.7925527453358602,-1.6275995828751502,-6.113772333488546
DSC05306,0.07894532468359472,0.9906130186241727,0.11159517481910462,-0.771255342016868,-0.010233091469370877,0.6364436198512982,0.6316112990764542,-0.13631262293450344,0.7632077277567818,-0.783456751490213,-1.8251865064468176,-5.98806817781419
DSC05307,0.0834202381721565,0.9910008989445754,0.10468181386632663,-0.7130411239138953,-0.014024205607144494,0.700981937901896,0.6961418098856799,-0.1331185184267464,0.7054544922111973,-0.7631885052966734,-2.058103010735608,-5.772328637411521
DSC05308,0.08863239762851552,0.9913324699861273,0.09697541978163882,-0.6278143592865676,-0.01998573798207948,0.7781064840694415,0.7733003480952387,-0.12984800433012425,0.620601375608584,-0.7352785375184749,-2.3229857334121506,-5.491057804647365
DSC05309,0.09394965330213734,0.9919561452703312,0.08483200165523497,-0.47616647245926164,-0.030059982865195456,0.8788412188420884,0.8743219962634541,-0.12296098279767365,0.46951213355920707,-0.7022732083532206,-2.6152277745868386,-5.146362817438054
DSC05310,0.09888401058093892,0.9921757766102466,0.07621798186309388,-0.3666973094060289,-0.034871171961182834,0.9296865518229425,0.9250702869111125,-0.11988006370497045,0.3603799864036354,-0.666526175796797,-2.7914896795409323,-4.758266009649287
DSC05311,0.09856140905547295,0.9921440446313499,0.07704442450655213,-0.36780163546572897,-0.035620141987615074,0.9292218047557412,0.9246662130702812,-0.11992247573882064,0.3614014308479383,-0.6322573096461525,-2.9152538455398624,-4.373364296946641
DSC05312,0.09825313344697692,0.993351454428242,0.059993414248122746,-0.17693888488701806,-0.041887018620629594,0.9833301117559727,0.9793053419556074,-0.10723043251041789,0.17164696781720196,-0.6030174948913177,-2.975907240728967,-4.034087103133179
DSC05313,0.09351491584417128,0.994221726106683,0.052707872771584056,-0.08744055282493964,-0.044533826633821404,0.9951737978901062,0.9917706943826918,-0.09767239949339132,0.08277072031145338,-0.57897122144182,-2.9184390048359368,-3.745135137784833
DSC05314,0.09170033016723987,0.9948044479358951,0.044217189125709384,0.008013500279289881,-0.045140064093927505,0.9989485264150852,0.9957544040879222,-0.09124957523493252,-0.012111224502556629,-0.5478656375422185,-2.9561097880666365,-3.374639630970652
DSC05315,0.09443144522340147,0.9951599184884071,0.027192623763928767,0.17175482371547454,-0.04319087929655607,0.9841924753197704,0.9806033768468707,-0.08826825352150763,-0.1750020935211257,-0.5098402297250487,-2.905413040945164,-2.894546972400832
DSC05316,0.0904535512052607,0.9956974469293689,0.020118380966024575,0.25376004879458997,-0.04257767818430309,0.9663296430081205,0.9630285523857145,-0.08230270650938996,-0.2565195349112902,-0.47581012645817194,-2.8880836426822527,-2.482933746421517
DSC05317,0.08158803945489457,0.9966271813440513,0.008812106678790288,0.42720731629931363,-0.04295839904302084,0.9031325953878527,0.9004650469164501,-0.06992022138031653,-0.4292713150489824,-0.4388004079058509,-2.7472308441444353,-2.016721021963762
DSC05318,0.07863005460574818,0.9969027593162154,0.001484244054412886,0.5223567484363336,-0.042468559446619085,0.8516688610143911,0.8490940712758027,-0.06619146414942788,-0.524078189011942,-0.4058124434509394,-2.6395184511166363,-1.59754296267555
DSC05319,0.07344659642398915,0.997290324200782,-0.004196037324766436,0.6027659520235231,-0.04103864637616103,0.7968619934372503,0.7945305560863646,-0.06105602967039042,-0.604146800608909,-0.38541432079801435,-2.5169683597351185,-1.3290942769407794
DSC05320,0.05681628550755384,0.99830164364602,-0.01287392693699883,0.7402757417144588,-0.033472114711322866,0.6714696149237583,0.6698983026775276,-0.047680665163219664,-0.7409202509308007,-0.35726720597219197,-2.286222726457942,-0.950708534899467
DSC05321,0.04287935816384847,0.9989493049728335,-0.01617549806804203,0.8586231467670258,-0.028568434048972392,0.5118106450747973,0.5108107795254003,-0.035834769013938846,-0.8589459918122737,-0.32987757583212546,-2.0658778862089,-0.5783093879134119
DSC05322,0.04611874501419463,0.9986635374394969,-0.023328102090536186,0.8832574741027878,-0.029858557315758927,0.46793664207516905,0.46661471879900973,-0.042185371206762134,-0.8834540727487019,-0.3100431657039021,-1.7749453814363476,-0.2905490495903285
DSC05323,0.033106463073966134,0.9991653067502917,-0.023930146036493204,0.9393246308218342,-0.02292646128534709,0.3422624947381124,0.34142817697746775,-0.033809276234892605,-0.9392995969371626,-0.2959193276250037,-1.445780512513278,-0.08643991433538144
DSC05324,0.025487619523979717,0.9993753758188653,-0.024479368004559195,0.9647515319935533,-0.018173901260435516,0.26253417078366786,0.2619252999751895,-0.030307878841610597,-0.9646121343384757,-0.3001935477453295,-1.1853809502772938,-0.10094267736391821
DSC05325,0.02474474501250646,0.9993410465377343,-0.026555042819251303,0.9701006782157254,-0.017588445317390223,0.24206470357469906,0.24143813228165878,-0.03175089441548725,-0.969896648609614,-0.2998149349845952,-0.8701968078244453,-0.046286516657885905
DSC05326,0.012915843542755098,0.999545992093658,-0.02722114389742763,0.9936654462935541,-0.009791027392509205,0.11195140296053073,0.11163405317290537,-0.028494656904488713,-0.9933407737026022,-0.2969145154891879,-0.5420520075006351,0.0293142477889519
DSC05327,-0.002204935302323407,0.9996698046622274,-0.02560117002983628,0.9999969344700586,0.0022330545663367092,0.0010698213819906165,0.0011266369415967217,-0.02559873266175062,-0.999671663885355,-0.3003363378965166,-0.24369264416733724,0.04349630736363257
DSC05328,-0.013333154076196507,0.9997197526579547,-0.019561266520819246,0.9951402285332698,0.011358241653445206,-0.0978106124165149,-0.0975610196601704,-0.020770327201564867,-0.995012784315261,-0.3006943303499467,-0.0018180101523950585,0.07633095772754707
DSC05329,-0.021889010858308137,0.9996576323611958,-0.014334896778608552,0.973895631811834,0.01808017240417736,-0.22627506646483186,-0.22593841979945273,-0.018913630741973383,-0.9739579585540039,-0.310283870283559,0.22587600515187947,0.014082648490908943
DSC05330,-0.023879367764995996,0.9996409526425004,-0.012154900046411371,0.9655144735153729,0.019907767310601215,-0.25958713803468614,-0.2592519570369262,-0.017934508655135902,-0.9656431929920196,-0.31849156862039946,0.48353941213226964,-0.023998786530791218
DSC05331,-0.034749011342523645,0.9993799190052282,-0.005681874674863113,0.9427812927020031,0.030893620191136055,-0.33197743652637907,-0.3315960499491171,-0.016892652858255166,-0.9432702146986055,-0.3175713652664576,0.7171434758959168,0.013705235503561891
DSC05332,-0.02955786164058516,0.9995620061776328,-0.0014589795687569573,0.9464667410458624,0.027518339704570002,-0.3216262568167103,-0.32144523780771844,-0.01088746003666159,-0.9468655777377746,-0.3288299823954804,0.9836750177626566,-0.09471874348479738
DSC05333,-0.027775392103968954,0.9996135432599963,0.0011365406577158919,0.9327246719515481,0.02632569804149259,-0.3596270901301863,-0.3595180300434844,-0.008928703927447832,-0.9330954208010177,-0.34965374313287634,1.2587616446324015,-0.2659259312834082
DSC05334,-0.04407703203548572,0.9990189392052653,0.00428653194663077,0.8770941890163779,0.04075116475387919,-0.4785865921282215,-0.47829175075537844,-0.01733498429156631,-0.8780298966885843,-0.3544992932190424,1.484246522469904,-0.2566525360124525
DSC05335,-0.04500895109185272,0.9989823669009688,0.0029025751582655314,0.8589058339342621,0.04018126422298671,-0.5105548300027458,-0.510151901648226,-0.020486498636436132,-0.8598402994849207,-0.36465170958408605,1.6903557672112657,-0.31977693238263
DSC05336,-0.047325467728484935,0.9988559724689338,0.0068590354585024,0.7938456539118118,0.04177816906778294,-0.6066825053969099,-0.6062750018511467,-0.023266517841838693,-0.7949146440202921,-0.37726551276955916,1.8334574523974843,-0.4248909093790772
DSC05337,-0.052699917546200195,0.9984704413370525,0.016718147828489852,0.7099303880299376,0.04923389434923568,-0.7025488365934932,-0.7022973464582407,-0.02515554458563423,-0.7114391300275197,-0.39358866521303737,2.015201844454392,-0.5853741130500546
DSC05338,-0.05837505677768477,0.9980279152973984,0.023078843847365135,0.6393926624570804,0.055132501675956985,-0.7669011868911123,-0.7666611871891313,-0.030011456913644437,-0.641350088884123,-0.4191599620193971,2.257874043053761,-0.8412923921217379
DSC05339,-0.06368528125270466,0.9974405511280556,0.03250433689717052,0.539006226767219,0.06178960466676926,-0.8400323400091747,-0.839890750310973,-0.035977655850337305,-0.5415617562398455,-0.44546083982753815,2.4593914974616924,-1.112237865839548
DSC05340,-0.06399606464816952,0.9972642607474631,0.03699321485574619,0.4754678922759531,0.06306102851499107,-0.8774699938444016,-0.8774022949161976,-0.03856554055692281,-0.47820279375735814,-0.4647616316976187,2.680320751026057,-1.2977378004893045
DSC05341,-0.06310060263087137,0.9973395838344974,0.03649751312695732,0.4572898584076861,0.06139904797477884,-0.8871956617935357,-0.8870762646723784,-0.03929263830060767,-0.459947594004228,-0.49318434161638175,2.867280186293588,-1.6060861496950654
DSC05342,-0.06627667421930507,0.9965446995627905,0.05006060554703502,0.29647756835927735,0.06757308203540563,-0.9526462775049334,-0.9527373478111364,-0.04829638037725051,-0.2999316684317578,-0.5072857257788375,2.972019282248468,-1.7564511337379014
DSC05343,-0.06758336930429865,0.9961734856546189,0.05541547322008436,0.22523946030333833,0.06934235086207448,-0.9718327139478182,-0.9719566213138011,-0.0531979779281884,-0.22906396798408157,-0.5215306799089191,3.0240970146317165,-1.9189679108997648
DSC05344,-0.06822600659971247,0.9960302911548722,0.05717404240909253,0.1947352895184618,0.06950044424912295,-0.978390441115067,-0.9784801372739342,-0.0556178689911368,-0.19870398488522537,-0.540878970417244,3.1708497216974014,-2.1246406973496885
DSC05345,-0.0678124695187513,0.995940111768908,0.05920103670970528,0.16480308649798775,0.06970425060497291,-0.9838603865022394,-0.9839925871969287,-0.05696148889674975,-0.16886082175614403,-0.5544485993110159,3.2471437174029076,-2.276905760005664
DSC05346,-0.06774070302881038,0.9952796367013966,0.06949562519107866,0.04478193122098279,0.07261858369625529,-0.9963539129938062,-0.9966974344249523,-0.06438156622424018,-0.04948977814894747,-0.5855361824586229,3.2934894485353916,-2.6415148054632542
DSC05347,-0.07016571074968384,0.9950905566677443,0.06979654049930181,0.040215163423299956,0.07273387217863085,-0.9965402773941151,-0.9967243920291252,-0.06711607757148506,-0.04512115319436617,-0.6092564339309425,3.3479916648626444,-2.9036352247973207
DSC05348,-0.07168548332933788,0.9938455598996631,0.08445232114965655,-0.06676868966599968,0.07969877360248379,-0.9945803374119888,-0.9951899987239244,-0.07693574301964906,0.06064452065842266,-0.6296227803364994,3.365317020769447,-3.1484805017998942
DSC05349,-0.07223031341121759,0.9933873606318306,0.08924311492458624,-0.11148495767498541,0.08087481021411021,-0.9904697720198424,-0.991137672594844,-0.0814912069474813,0.10490613496606724,-0.6556166354780368,3.4241443664952333,-3.4347598380016815
DSC05350,-0.06862872257296274,0.9931631057326343,0.09443062982693592,-0.170149455601262,0.08161481656473936,-0.9820326799428306,-0.9830255648743819,-0.08346296860651671,0.16338504115980163,-0.6895390863890742,3.4418693038065657,-3.8110945172736415
DSC05351,-0.9951452812114499,-0.08096715213072575,0.055948097004496294,-0.02863528633419659,-0.30567693400904544,-0.951704593028419,0.09415885332321751,-0.9486864246370714,0.3018744408693575,-0.613499527568335,3.5087465942131137,-3.5118575492796826
DSC05352,-0.9971970844425269,-0.07241844399717627,0.01880275906221656,-0.01048303656134016,-0.11359479696724809,-0.9934718556891401,0.07408158154209132,-0.9908843479796204,0.11251723514744275,-1.3885378715696024,3.5170494087718422,-3.265245236267969
DSC05353,-0.9945481963117597,-0.07131219620280686,0.07608190248513806,-0.06778467041342381,-0.11231309391859234,-0.9913581630225159,0.0792409216880343,-0.9911106596173638,0.10686691126286416,-1.3758631586890255,3.502598944031342,-3.265318023624997
DSC05354,-0.9951203803302249,-0.0756416950829366,0.06335426281166003,-0.06540470519915276,0.02494256507387322,-0.9975470379813414,0.07387593105498409,-0.9968230547155877,-0.029768177610387962,-1.3542854716905823,3.5272409773425593,-3.0178987316898986
DSC05355,-0.9945790106659622,-0.08147397452593151,0.06461101312983658,-0.06885275651821061,0.05037246590688703,-0.9963543107741862,0.07792232967872603,-0.9954017310379801,-0.05570910503708107,-1.327869811745995,3.532247850356879,-2.809182222166895
