capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,10,10,0.9250781394759852,0.9250781394759852,309562,P1_global.ply,
P2,success,11,10,1.6221544377176584,0.7270924285156143,316738,P2_global.ply,
P3,success,11,10,1.219692044309713,0.5702489583928705,259526,P3_global.ply,
P4,success,11,10,1.2980795729553054,0.6032070059780196,266270,P4_global.ply,
P5,success,10,10,0.8819675908093934,0.8819675908093934,383090,P5_global.ply,
P6,success,10,10,0.8278165199754958,0.8278165199754958,229765,P6_global.ply,
P7,success,9,9,0.595580822302604,0.595580822302604,223398,P7_global.ply,
