capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,8,8,0.2641489998100171,0.2641489998100171,604077,P1_global.ply,
P2,success,8,8,0.2585406176020285,0.2585406176020285,519588,P2_global.ply,
P3,success,8,8,0.37210042274778204,0.37210042274778204,613047,P3_global.ply,
P4,success,7,7,0.23287127743825814,0.23287127743825814,533911,P4_global.ply,
P5,success,8,8,0.36474812646341015,0.36474812646341015,664452,P5_global.ply,
