capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,7,7,0.44074496948251596,0.44074496948251596,819388,P1_global.ply,
P2,success,8,8,0.8142441779415388,0.8142441779415388,578530,P2_global.ply,
P3,success,8,8,0.29711901138079033,0.29711901138079033,834194,P3_global.ply,
P4,success,8,8,0.6588182682048053,0.6588182682048053,604112,P4_global.ply,
P5,success,8,8,0.34978650514240905,0.34978650514240905,625872,P5_global.ply,
