capture,status,marker_count,inlier_count,rmse_all_px,rmse_inliers_px,point_count,output_file,message
P1,success,12,12,0.449233608398145,0.449233608398145,604077,P1_global.ply,
P2,success,12,12,0.44130440632480405,0.44130440632480405,519588,P2_global.ply,
P3,success,13,13,0.6466963364091928,0.6466963364091928,613047,P3_global.ply,
P4,success,12,11,0.8226282310087889,0.3734459551823379,533911,P4_global.ply,
P5,success,12,12,0.5689672428798301,0.5689672428798301,664452,P5_global.ply,
